16
(1961,1799)
5000
(605,102)
(1021,510)
(1760,1619)
(1295,683)
(987,1167)
(1808,205)
(1193,1514)
(1012,344)
(1965,850)
(136,887)
(1941,1091)
(1236,1992)
(1681,245)
(1614,1715)
(337,1476)
(1343,1121)
(1501,267)
(1738,441)
(1713,1247)
(188,1297)
(1785,216)
(562,1889)
(1414,1989)
(1303,879)
(1477,338)
(1601,432)
(1208,1584)
(1278,725)
(41,1690)
(1473,1736)
(1564,1274)
(757,1891)
(949,1262)
(1239,752)
(1331,988)
(133,327)
(1850,1464)
(1978,1768)
(112,559)
(1524,1380)
(390,1497)
(462,75)
(479,441)
(289,1847)
(351,1988)
(1113,829)
(159,1688)
(990,1826)
(1121,934)
(861,581)
(339,1618)
(814,1376)
(379,1072)
(501,1347)
(554,969)
(613,582)
(1092,1962)
(1600,1684)
(601,114)
(344,1609)
(1955,315)
(285,1498)
(1905,1699)
(1582,43)
(714,791)
(622,989)
(604,1210)
(1114,1175)
(894,597)
(1776,405)
(1935,0)
(1863,156)
(856,909)
(1891,1538)
(1096,697)
(773,1911)
(1619,1911)
(1020,261)
(1269,758)
(578,1992)
(1805,744)
(1294,1118)
(1213,1518)
(325,40)
(1961,1739)
(1190,872)
(24,1337)
(690,1799)
(1179,25)
(956,1459)
(1067,409)
(1651,89)
(1347,789)
(981,335)
(1620,1986)
(1727,1367)
(1379,1992)
(1787,1712)
(635,1626)
(1061,201)
(576,667)
(1183,1434)
(1683,843)
(681,1903)
(1501,563)
(775,245)
(1408,1562)
(1854,1136)
(8,1893)
(1615,397)
(10,515)
(1160,354)
(346,98)
(803,284)
(460,1712)
(1820,561)
(1073,1754)
(451,104)
(687,504)
(906,162)
(738,856)
(467,1960)
(218,1639)
(1746,898)
(1537,15)
(620,1353)
(581,1245)
(689,1143)
(346,60)
(1289,1838)
(559,698)
(1631,1915)
(490,1476)
(1529,924)
(1067,5)
(908,1487)
(1509,462)
(872,1966)
(759,973)
(410,1301)
(1545,647)
(494,863)
(1363,1302)
(1113,154)
(1358,1130)
(47,1897)
(146,1346)
(1112,559)
(1273,708)
(1003,321)
(504,1346)
(176,1024)
(1918,30)
(351,147)
(43,1034)
(544,1127)
(392,269)
(509,155)
(590,1347)
(1905,1340)
(1652,674)
(1929,1294)
(322,1358)
(1156,627)
(502,1866)
(1387,76)
(1722,430)
(654,1809)
(148,771)
(144,1838)
(686,1604)
(1242,1396)
(676,488)
(1874,434)
(1666,758)
(443,945)
(1839,1391)
(197,1792)
(1404,1674)
(1226,830)
(1519,384)
(1251,1504)
(1691,1070)
(577,1650)
(991,518)
(288,381)
(45,1824)
(478,26)
(1449,705)
(222,447)
(1224,395)
(628,742)
(12,345)
(1035,1300)
(525,1285)
(748,1521)
(1271,1137)
(1817,1050)
(1002,1938)
(1458,1541)
(22,966)
(1375,1748)
(1548,1790)
(600,1444)
(1281,1855)
(1783,366)
(1499,402)
(1405,646)
(711,1352)
(1181,1389)
(470,1431)
(339,51)
(1174,1074)
(1385,631)
(1040,1948)
(739,848)
(322,4)
(361,897)
(22,547)
(1926,1451)
(162,1149)
(229,939)
(1382,1261)
(156,1225)
(818,1118)
(226,1195)
(1717,1933)
(966,211)
(475,238)
(940,217)
(756,1012)
(1931,1262)
(1917,177)
(942,1526)
(749,796)
(909,1913)
(1766,283)
(1597,399)
(947,586)
(1711,142)
(573,566)
(1162,857)
(1496,112)
(1394,122)
(1436,41)
(762,1647)
(1366,33)
(5,1923)
(1756,1109)
(1811,697)
(1721,262)
(1921,1003)
(603,1056)
(590,376)
(689,1239)
(668,573)
(1411,747)
(484,1873)
(1401,905)
(1753,680)
(1538,1101)
(571,1945)
(1870,1936)
(157,76)
(1234,1863)
(1987,280)
(120,1879)
(744,724)
(1873,1326)
(1564,870)
(1994,694)
(445,1555)
(932,1152)
(1465,1033)
(1199,1235)
(1554,179)
(1803,482)
(1495,1760)
(133,980)
(1929,26)
(884,1064)
(1279,302)
(1210,954)
(1240,1601)
(765,710)
(548,13)
(974,689)
(1584,234)
(1515,294)
(573,1301)
(482,1302)
(937,44)
(1862,1425)
(856,1558)
(168,482)
(440,1492)
(696,1919)
(651,385)
(988,462)
(723,1397)
(1297,884)
(1450,1584)
(1485,58)
(1941,235)
(155,1113)
(1733,1518)
(1328,342)
(54,345)
(194,582)
(547,69)
(643,1231)
(1249,1235)
(358,587)
(63,1181)
(1615,569)
(785,113)
(701,179)
(1394,1699)
(718,1732)
(381,1769)
(1958,1953)
(923,1332)
(282,1237)
(1278,628)
(581,336)
(442,243)
(1509,770)
(1284,684)
(715,1569)
(108,1870)
(1237,188)
(391,376)
(1366,1750)
(1790,1275)
(145,674)
(1763,1755)
(1651,1161)
(943,1012)
(801,205)
(173,1504)
(1096,1002)
(1973,1380)
(1359,1438)
(1575,609)
(478,51)
(708,141)
(526,180)
(1951,1641)
(562,1361)
(857,784)
(197,1620)
(376,267)
(1644,1612)
(1570,1479)
(305,1016)
(1313,1329)
(489,1946)
(1271,395)
(973,205)
(424,602)
(548,728)
(93,1775)
(361,1731)
(1705,1747)
(970,1769)
(1493,529)
(987,857)
(907,590)
(605,1422)
(1241,1468)
(568,1196)
(931,1286)
(1732,1096)
(1768,572)
(1206,564)
(474,1461)
(1606,969)
(1223,771)
(779,631)
(732,1878)
(1062,1605)
(454,944)
(1784,167)
(314,1916)
(1146,1072)
(500,1573)
(308,586)
(798,1923)
(773,544)
(164,1526)
(1150,1211)
(645,1027)
(114,701)
(1868,581)
(528,1364)
(804,60)
(1460,497)
(220,1683)
(1398,1492)
(191,1846)
(1731,782)
(402,750)
(464,698)
(416,744)
(1983,458)
(1435,1039)
(13,1483)
(30,261)
(1203,212)
(1989,18)
(777,30)
(98,1427)
(1306,226)
(55,1200)
(652,895)
(1843,1668)
(0,1733)
(1700,449)
(728,1113)
(284,1298)
(183,73)
(1928,739)
(714,22)
(716,676)
(1544,1065)
(1750,1861)
(1090,394)
(575,1670)
(88,1875)
(206,1909)
(416,922)
(149,586)
(1388,1949)
(766,1567)
(975,301)
(721,1335)
(287,787)
(899,87)
(1242,127)
(1780,1488)
(61,1538)
(366,241)
(1616,1958)
(1659,483)
(280,593)
(1706,253)
(356,784)
(1725,1731)
(400,1504)
(1024,1268)
(350,1061)
(1408,675)
(1726,731)
(641,1216)
(1970,1930)
(1186,652)
(1131,484)
(1993,989)
(595,927)
(288,216)
(554,689)
(110,248)
(1938,1594)
(1481,922)
(124,138)
(31,345)
(485,582)
(902,950)
(1803,1613)
(1807,1139)
(1844,1083)
(956,1996)
(588,16)
(1746,456)
(899,1508)
(639,634)
(561,608)
(1584,139)
(1371,1418)
(1656,1947)
(847,1655)
(1168,1139)
(1517,1549)
(538,226)
(1212,696)
(1686,1770)
(1974,729)
(1791,174)
(952,648)
(628,1923)
(718,220)
(1862,51)
(488,1825)
(981,1932)
(1365,221)
(198,1485)
(1463,1258)
(219,1031)
(247,1879)
(1798,537)
(959,546)
(763,13)
(963,1081)
(209,509)
(1892,901)
(802,1621)
(255,469)
(1436,1304)
(478,669)
(744,986)
(1837,633)
(773,779)
(1316,1389)
(37,1065)
(38,1505)
(1010,804)
(1758,1168)
(869,1102)
(1422,593)
(1631,536)
(566,1998)
(1400,244)
(1820,1208)
(564,56)
(1173,41)
(1349,694)
(64,359)
(1868,1815)
(57,1224)
(1014,145)
(1734,602)
(878,1911)
(478,560)
(1209,462)
(42,527)
(839,438)
(411,441)
(1788,441)
(836,659)
(1101,195)
(468,521)
(1295,1383)
(382,1017)
(1130,613)
(1656,153)
(1518,83)
(448,1413)
(863,1503)
(1313,390)
(786,625)
(948,538)
(556,1814)
(134,298)
(1273,1645)
(1678,1038)
(1576,1597)
(655,1437)
(1398,212)
(1815,90)
(192,1574)
(1117,749)
(1070,24)
(1007,853)
(1747,722)
(1718,1827)
(417,1011)
(1518,1632)
(839,1075)
(1466,1606)
(1856,193)
(401,930)
(788,935)
(487,1986)
(628,1360)
(87,531)
(835,999)
(1447,1994)
(609,721)
(325,1101)
(1590,1374)
(843,1753)
(1456,638)
(1181,784)
(996,1468)
(1633,902)
(426,383)
(874,246)
(1118,1396)
(1502,319)
(1703,131)
(1148,656)
(1271,233)
(400,885)
(812,1458)
(969,710)
(1093,872)
(908,839)
(1414,70)
(473,348)
(166,715)
(758,976)
(1758,1421)
(417,957)
(1165,1428)
(1603,889)
(350,266)
(230,1548)
(1414,714)
(1537,668)
(1726,717)
(1090,485)
(1926,1810)
(492,1883)
(1853,568)
(1052,247)
(1145,1483)
(1920,1188)
(942,1310)
(368,1381)
(118,211)
(1435,1808)
(662,1904)
(1419,1919)
(1178,1482)
(1319,1441)
(359,481)
(643,1623)
(930,27)
(814,1024)
(1952,639)
(286,217)
(1673,887)
(1602,1292)
(1103,1453)
(1082,563)
(64,1662)
(1072,16)
(1541,133)
(1,903)
(1892,486)
(1830,305)
(72,1343)
(369,97)
(576,1445)
(186,1822)
(1220,817)
(445,499)
(551,60)
(692,396)
(359,224)
(702,477)
(485,477)
(173,808)
(1747,389)
(1311,895)
(1121,766)
(50,111)
(1209,1502)
(1403,1704)
(645,1713)
(700,1)
(460,1077)
(576,554)
(441,363)
(521,258)
(1417,630)
(374,568)
(1420,1980)
(1851,1758)
(70,1941)
(511,1124)
(1007,1081)
(1263,1263)
(554,1393)
(256,467)
(487,1213)
(595,1818)
(1781,1181)
(1528,816)
(1826,548)
(491,226)
(530,1266)
(403,48)
(1109,366)
(145,1618)
(1626,1030)
(1202,1589)
(1081,1120)
(1658,82)
(32,1360)
(1692,1077)
(1772,220)
(994,1401)
(864,567)
(1619,1912)
(1290,764)
(364,1221)
(44,1738)
(1056,1916)
(1346,875)
(1986,1727)
(1190,78)
(1492,1854)
(1956,11)
(1031,957)
(299,746)
(480,984)
(1941,1756)
(925,174)
(630,408)
(110,1728)
(1530,1182)
(1038,90)
(44,456)
(1685,753)
(573,429)
(990,1044)
(978,1115)
(284,1968)
(1030,654)
(1532,202)
(779,1)
(1456,1337)
(1267,49)
(1057,774)
(398,1184)
(455,735)
(1979,80)
(459,1430)
(262,200)
(1209,1114)
(1011,1868)
(526,322)
(901,709)
(1440,6)
(1758,237)
(1478,1136)
(1807,967)
(704,1751)
(1472,1248)
(1485,722)
(1587,1048)
(1082,885)
(1615,1137)
(154,672)
(537,413)
(1191,1700)
(1374,557)
(971,1591)
(1209,1016)
(891,146)
(1838,1358)
(517,121)
(1319,206)
(786,382)
(1077,865)
(293,1149)
(121,965)
(1899,1013)
(1331,1679)
(328,1538)
(756,1170)
(1306,1382)
(1528,1679)
(1522,1681)
(1447,1769)
(176,373)
(991,476)
(1776,1070)
(1846,572)
(1475,1875)
(1462,1088)
(1855,535)
(9,1488)
(601,1358)
(1753,1363)
(1483,566)
(1928,39)
(255,364)
(200,1116)
(622,1318)
(465,834)
(1586,781)
(1581,128)
(1520,270)
(261,1978)
(746,185)
(1417,1306)
(1987,1790)
(1960,494)
(309,1630)
(332,1910)
(1277,1724)
(553,1120)
(539,1340)
(1743,1394)
(1487,1901)
(144,229)
(167,1443)
(1614,1452)
(1369,813)
(1759,705)
(1665,1949)
(1002,744)
(79,1677)
(1438,1813)
(709,1369)
(1260,359)
(1291,1863)
(1773,1610)
(1888,1202)
(219,1514)
(1967,1898)
(39,1048)
(520,1272)
(429,517)
(663,1984)
(848,1192)
(278,573)
(1683,309)
(1062,304)
(612,621)
(863,867)
(1091,1945)
(1758,1693)
(918,335)
(1742,1072)
(1845,381)
(1503,976)
(382,501)
(1427,268)
(1422,211)
(482,888)
(866,539)
(1905,1756)
(1231,233)
(55,1912)
(142,860)
(1363,1871)
(1771,992)
(1811,1012)
(274,1965)
(192,1295)
(168,1857)
(49,1713)
(1633,1250)
(1865,714)
(733,1207)
(443,248)
(1448,65)
(1581,946)
(293,1846)
(1263,1252)
(1232,1129)
(1864,911)
(1794,1307)
(439,1559)
(1779,1935)
(1825,326)
(827,1860)
(454,962)
(1234,677)
(1090,237)
(1379,1352)
(1269,1328)
(1430,204)
(1171,825)
(1443,863)
(203,1592)
(1140,129)
(1706,775)
(255,316)
(1964,185)
(457,198)
(297,224)
(1846,1769)
(867,860)
(1588,258)
(912,1662)
(760,789)
(1639,559)
(617,1454)
(1838,1393)
(857,133)
(367,69)
(398,807)
(1193,618)
(694,629)
(1097,182)
(873,503)
(133,1107)
(7,332)
(1490,1117)
(1399,479)
(1920,1420)
(309,586)
(1157,1577)
(741,30)
(1816,1255)
(1501,639)
(1397,682)
(382,543)
(430,1956)
(1670,1245)
(1869,1694)
(1940,956)
(559,657)
(249,373)
(212,1806)
(1788,1930)
(81,1699)
(852,759)
(1652,549)
(442,1311)
(1796,1327)
(183,1153)
(1409,668)
(143,1640)
(186,65)
(1321,307)
(536,1373)
(1505,343)
(662,309)
(309,275)
(815,195)
(1891,1823)
(483,1004)
(407,1978)
(346,646)
(477,663)
(1785,1184)
(309,207)
(364,1989)
(1622,65)
(1110,373)
(1986,230)
(820,656)
(168,22)
(1998,571)
(923,848)
(673,1414)
(1620,1575)
(806,473)
(661,1061)
(176,1544)
(742,1204)
(1744,1179)
(570,501)
(539,660)
(636,338)
(70,985)
(1591,1614)
(1102,1843)
(297,319)
(1174,352)
(267,1932)
(1259,1873)
(1474,1048)
(434,310)
(1842,198)
(413,280)
(582,226)
(1970,1458)
(1121,752)
(40,1916)
(304,931)
(1008,50)
(2,1269)
(346,1751)
(397,1979)
(1517,1976)
(315,346)
(509,617)
(918,1216)
(496,1763)
(942,303)
(52,1193)
(572,1052)
(1820,293)
(289,569)
(280,1703)
(1033,1891)
(156,26)
(851,1672)
(267,1595)
(841,593)
(1918,373)
(807,1971)
(137,733)
(1517,1696)
(529,140)
(411,314)
(1380,378)
(379,381)
(1567,1913)
(1930,476)
(570,1159)
(1975,1897)
(1872,958)
(602,1025)
(1591,1796)
(259,905)
(1702,1833)
(473,1844)
(907,803)
(1709,731)
(1418,1186)
(1848,1908)
(61,1080)
(507,1706)
(1638,1746)
(861,1915)
(684,718)
(1042,1622)
(1109,1115)
(1574,1510)
(350,856)
(1987,749)
(1170,131)
(1755,1336)
(1609,46)
(785,1852)
(1466,1701)
(1316,1925)
(1001,1171)
(143,1341)
(1122,104)
(510,1848)
(1794,732)
(1866,404)
(1653,1647)
(1093,1275)
(981,275)
(293,1637)
(89,1281)
(1987,215)
(996,613)
(1419,312)
(1206,1210)
(971,751)
(971,304)
(1294,1938)
(1389,278)
(1444,1406)
(457,206)
(745,944)
(1371,115)
(1067,1835)
(1695,1577)
(1467,770)
(1219,1263)
(207,474)
(494,1533)
(615,1814)
